state,action_len,reward,target,baseline,old_q,new_q,action_trials,update
"('h1', 'h5', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.318,-0.318,-0.233,0.0,-0.089,1,147
"('h5', 'h1', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.318,-0.318,-0.233,0.0,-0.089,1,148
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss6')",4,-0.163,-0.163,-0.229,0.0,-0.046,1,149
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss6')",4,-0.163,-0.163,-0.229,0.0,-0.046,1,150
"('h2', 'h4', 'util1', 'active1', 'rtt2', 'loss6')",3,-0.16,-0.16,-0.266,0.0,-0.045,1,151
"('h4', 'h2', 'util0', 'active1', 'rtt2', 'loss6')",3,-0.16,-0.16,-0.266,0.0,-0.045,1,152
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss1')",3,-0.165,-0.165,-0.257,-0.052,-0.084,6,153
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",3,-0.165,-0.165,-0.257,-0.052,-0.084,6,154
"('h2', 'h4', 'util0', 'active1', 'rtt0', 'loss2')",3,-0.175,-0.175,-0.261,-0.048,-0.084,2,155
"('h4', 'h2', 'util0', 'active1', 'rtt0', 'loss2')",3,-0.175,-0.175,-0.261,-0.048,-0.084,2,156
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss1')",4,-0.28,-0.28,-0.232,0.0,-0.078,3,157
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.28,-0.28,-0.232,-0.092,-0.145,3,158
"('h2', 'h4', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.163,-0.163,-0.255,-0.099,-0.117,3,159
"('h4', 'h2', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.163,-0.163,-0.255,-0.099,-0.117,3,160
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.158,-0.158,-0.251,0.0,-0.044,2,161
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.158,-0.158,-0.251,0.0,-0.044,2,162
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.185,-0.185,-0.229,-0.048,-0.087,4,163
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.185,-0.185,-0.229,-0.048,-0.087,4,164
"('h1', 'h4', 'util3', 'active1', 'rtt0', 'loss1')",3,-0.201,-0.201,-0.248,0.0,-0.056,1,165
"('h4', 'h1', 'util3', 'active1', 'rtt0', 'loss1')",3,-0.201,-0.201,-0.248,0.0,-0.056,1,166
"('h2', 'h4', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.225,-0.225,-0.253,-0.083,-0.123,3,167
"('h4', 'h2', 'util0', 'active1', 'rtt0', 'loss1')",3,-0.225,-0.225,-0.253,-0.083,-0.123,3,168
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.172,-0.172,-0.225,-0.048,-0.083,5,169
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",4,-0.172,-0.172,-0.225,-0.048,-0.083,5,170
"('h2', 'h4', 'util2', 'active1', 'rtt0', 'loss2')",3,-0.174,-0.174,-0.249,0.0,-0.049,1,171
"('h4', 'h2', 'util2', 'active1', 'rtt0', 'loss2')",3,-0.174,-0.174,-0.249,0.0,-0.049,1,172
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss1')",3,-0.163,-0.163,-0.243,-0.084,-0.106,8,173
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss1')",3,-0.163,-0.163,-0.243,-0.084,-0.106,8,174
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss1')",3,-0.165,-0.165,-0.222,-0.095,-0.115,2,175
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss1')",3,-0.165,-0.165,-0.222,-0.095,-0.115,2,176
"('h1', 'h4', 'util0', 'active1', 'rtt0', 'loss1')",4,-0.18,-0.18,-0.239,0.0,-0.05,2,177
"('h4', 'h1', 'util0', 'active1', 'rtt0', 'loss1')",4,-0.18,-0.18,-0.239,0.0,-0.05,2,178
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss1')",4,-0.194,-0.194,-0.22,-0.043,-0.085,4,179
