state,action_len,reward,target,baseline,old_q,new_q,action_trials,update
"('h4', 'h2', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.064,0.0,-0.064,0.006,0.005,3,176
"('h1', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.052,0.033,-0.063,-0.0,0.009,7,177
"('h4', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.052,0.033,-0.063,-0.0,0.009,7,178
"('h2', 'h4', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.052,0.036,-0.063,0.013,0.019,8,179
"('h4', 'h2', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.052,0.036,-0.063,0.013,0.019,8,180
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.06,0.009,-0.063,0.013,0.012,16,181
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.06,0.009,-0.063,0.013,0.012,16,182
"('h2', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.061,0.006,-0.063,-0.001,0.001,3,183
"('h4', 'h2', 'util3', 'active0', 'rtt0', 'loss0')",3,-0.061,0.006,-0.063,-0.001,0.001,3,184
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.052,0.033,-0.062,-0.001,0.008,6,185
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.052,0.033,-0.062,-0.001,0.008,6,186
"('h2', 'h4', 'util1', 'active1', 'rtt0', 'loss0')",3,-0.059,0.011,-0.063,0.0,0.003,2,187
"('h4', 'h2', 'util1', 'active1', 'rtt0', 'loss0')",3,-0.059,0.011,-0.063,0.0,0.003,2,188
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.062,0.003,-0.063,0.012,0.009,17,189
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.062,0.003,-0.063,0.012,0.009,17,190
"('h1', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.063,-0.003,-0.062,0.003,0.001,7,191
"('h4', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.063,-0.003,-0.062,0.003,0.001,7,192
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.061,0.006,-0.063,0.006,0.006,6,193
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.061,0.006,-0.063,0.006,0.006,6,194
"('h1', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.074,-0.036,-0.063,-0.003,-0.012,2,195
"('h4', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.074,-0.036,-0.063,-0.003,-0.012,2,196
"('h2', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.061,0.007,-0.063,0.019,0.015,9,197
"('h4', 'h2', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.061,0.007,-0.063,0.019,0.015,9,198
"('h1', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.11,-0.141,-0.066,-0.024,-0.057,3,199
"('h4', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.11,-0.141,-0.066,-0.024,-0.057,3,200
"('h1', 'h5', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.061,0.004,-0.062,0.009,0.007,3,201
"('h5', 'h1', 'util1', 'active0', 'rtt0', 'loss0')",4,-0.061,0.004,-0.062,0.009,0.007,3,202
"('h2', 'h4', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.052,0.032,-0.062,0.015,0.02,10,203
"('h4', 'h2', 'util1', 'active0', 'rtt0', 'loss0')",3,-0.052,0.032,-0.062,0.015,0.02,10,204
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.059,0.009,-0.062,0.006,0.007,8,205
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.059,0.009,-0.062,0.006,0.007,8,206
"('h1', 'h4', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.054,0.035,-0.065,0.008,0.016,7,207
"('h4', 'h1', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.054,0.035,-0.065,0.008,0.016,7,208
"('h2', 'h4', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.064,-0.005,-0.062,0.003,0.001,4,209
"('h4', 'h2', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.064,-0.005,-0.062,0.003,0.001,4,210
"('h1', 'h4', 'util0', 'active1', 'rtt0', 'loss0')",3,-0.089,-0.071,-0.066,0.0,-0.02,2,211
"('h4', 'h1', 'util0', 'active1', 'rtt0', 'loss0')",3,-0.089,-0.071,-0.066,0.0,-0.02,2,212
"('h2', 'h4', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.06,0.005,-0.062,0.016,0.013,11,213
"('h4', 'h2', 'util0', 'active0', 'rtt0', 'loss0')",3,-0.06,0.005,-0.062,0.016,0.013,12,214
"('h1', 'h5', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.082,-0.059,-0.063,-0.008,-0.022,4,215
"('h5', 'h1', 'util3', 'active0', 'rtt0', 'loss0')",4,-0.082,-0.059,-0.063,-0.008,-0.022,4,216
"('h1', 'h5', 'util0', 'active0', 'rtt0', 'loss0')",4,-0.058,0.016,-0.063,-0.001,0.004,7,217
"('h5', 'h1', 'util0', 'active0', 'rtt0', 'loss0')",4,-0.058,0.016,-0.063,-0.001,0.004,7,218
"('h2', 'h4', 'util0', 'active1', 'rtt0', 'loss0')",3,-0.056,0.017,-0.062,0.015,0.015,8,219
